"___typename","id","shortcode","dimensions__height","dimensions__width","gating_info","fact_check_overall_rating","fact_check_information","sensitivity_friction_info","sharing_friction_info__should_have_sharing_friction","sharing_friction_info__bloks_app_url","media_overlay_info","media_preview","display_url","display_resources__src","display_resources__config_width","display_resources__config_height","accessibility_caption","dash_info__is_dash_eligible","dash_info__video_dash_manifest","dash_info__number_of_qualities","has_audio","video_url","video_view_count","video_play_count","is_video","tracking_token","edge_media_to_caption__edges__node__text","caption_is_edited","has_ranked_comments","edge_media_to_parent_comment__count","edge_media_to_parent_comment__page_info__has_next_page","edge_media_to_parent_comment__page_info__end_cursor","edge_media_to_parent_comment__edges__node__id","edge_media_to_parent_comment__edges__node__text","edge_media_to_parent_comment__edges__node__created_at","edge_media_to_parent_comment__edges__node__did_report_as_spam","edge_media_to_parent_comment__edges__node__owner__id","edge_media_to_parent_comment__edges__node__owner__is_verified","edge_media_to_parent_comment__edges__node__owner__profile_pic_url","edge_media_to_parent_comment__edges__node__owner__username","edge_media_to_parent_comment__edges__node__viewer_has_liked","edge_media_to_parent_comment__edges__node__edge_liked_by__count","edge_media_to_parent_comment__edges__node__is_restricted_pending","edge_media_to_parent_comment__edges__node__edge_threaded_comments__count","edge_media_to_parent_comment__edges__node__edge_threaded_comments__page_info__has_next_page","edge_media_to_parent_comment__edges__node__edge_threaded_comments__page_info__end_cursor","edge_media_preview_comment__count","edge_media_preview_comment__edges__node__id","edge_media_preview_comment__edges__node__text","edge_media_preview_comment__edges__node__created_at","edge_media_preview_comment__edges__node__did_report_as_spam","edge_media_preview_comment__edges__node__owner__id","edge_media_preview_comment__edges__node__owner__is_verified","edge_media_preview_comment__edges__node__owner__profile_pic_url","edge_media_preview_comment__edges__node__owner__username","edge_media_preview_comment__edges__node__viewer_has_liked","edge_media_preview_comment__edges__node__edge_liked_by__count","edge_media_preview_comment__edges__node__is_restricted_pending","comments_disabled","commenting_disabled_for_viewer","taken_at_timestamp","edge_media_preview_like__count","location","viewer_has_liked","viewer_has_saved","viewer_has_saved_to_collection","viewer_in_photo_of_you","viewer_can_reshare","owner__id","owner__is_verified","owner__profile_pic_url","owner__username","owner__blocked_by_viewer","owner__restricted_by_viewer","owner__followed_by_viewer","owner__full_name","owner__has_blocked_viewer","owner__is_private","owner__is_unpublished","owner__requested_by_viewer","owner__pass_tiering_recommendation","owner__edge_owner_to_timeline_media__count","owner__edge_followed_by__count","is_ad","encoding_status","is_published","product_type","title","video_duration","thumbnail_src","clips_music_attribution_info","edge_media_to_parent_comment__edges__node__edge_threaded_comments__edges__node__id","edge_media_to_parent_comment__edges__node__edge_threaded_comments__edges__node__text","edge_media_to_parent_comment__edges__node__edge_threaded_comments__edges__node__created_at","edge_media_to_parent_comment__edges__node__edge_threaded_comments__edges__node__did_report_as_spam","edge_media_to_parent_comment__edges__node__edge_threaded_comments__edges__node__owner__id","edge_media_to_parent_comment__edges__node__edge_threaded_comments__edges__node__owner__is_verified","edge_media_to_parent_comment__edges__node__edge_threaded_comments__edges__node__owner__profile_pic_url","edge_media_to_parent_comment__edges__node__edge_threaded_comments__edges__node__owner__username","edge_media_to_parent_comment__edges__node__edge_threaded_comments__edges__node__viewer_has_liked","edge_media_to_parent_comment__edges__node__edge_threaded_comments__edges__node__edge_liked_by__count","edge_media_to_parent_comment__edges__node__edge_threaded_comments__edges__node__is_restricted_pending"
"GraphVideo","2320114914554062236","CAytDjoFKWc","640","640","null","null","null","null","False","null","null","ACoqAo9B+Qpu0DsOD6DvUoFIR19xn8qAI2UZ6D9Ko3DoTgcEe1XXUFst0xxz/KqTxK33cipuikupciKugIA/Kn7B6D8hVS1cRgoepOR6Vf2t7UyRAT6fnQTyMn8qAg+v1qULkYFAFZlGAxB+XqfaoGkGMDj1rXWA87hwfX3rJvImicqOQOn0/wA96lotMrJCZmwOABn6CpvNI4CcD61Pb28iHcfl46dzn2q+FHp+n/16dgIF5OBWlEgjH+13/wDrVSsuX/Crj/fFUQOXPU9/8arXUe4hh64P9KsUxu/+e9DKQjKN30/n/wDqqHntUh600dKYj//Z","https://instagram.flos2-2.fna.fbcdn.net/v/t51.2885-15/e35/100993351_548313562534002_3390897661635018739_n.jpg?tp=1&_nc_ht=instagram.flos2-2.fna.fbcdn.net&_nc_cat=106&_nc_ohc=PTfBe-5dJpAAX8t3QyJ&oh=59c7ababf68e757938a1e267fbf16a39&oe=603EBABE","https://instagram.flos2-2.fna.fbcdn.net/v/t51.2885-15/e35/100993351_548313562534002_3390897661635018739_n.jpg?tp=1&_nc_ht=instagram.flos2-2.fna.fbcdn.net&_nc_cat=106&_nc_ohc=PTfBe-5dJpAAX8t3QyJ&oh=59c7ababf68e757938a1e267fbf16a39&oe=603EBABE","640","640","null","False","null","0","True","https://instagram.flos2-1.fna.fbcdn.net/v/t50.2886-16/101315212_640838173169625_4108692577908493417_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjY0MC5mZWVkLmRlZmF1bHQiLCJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSJ9&_nc_ht=instagram.flos2-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=P3CPDE7W7t8AX8xzgaY&vs=17863477843841358_49928675&_nc_vs=HBksFQAYJEdJenlDUWJabDZ2RDFrWUNBR2tNaFgwaEFnVTVia1lMQUFBRhUAAsgBABUAGCRHUG9CQXdZd0lGUlJxSUlBQUFhWVdMZHgtdDFXYmtZTEFBQUYVAgLIAQAoABgAGwAVAAAmnN%2FugaGvuz8VAigCQzMsF0BMiHKwIMScGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHXqBwA%3D&_nc_rid=459ade181b&oe=603E982C&oh=484c957d9b6d30ec2af8a992ffc4afa6","1953740","null","True","eyJ2ZXJzaW9uIjo1LCJwYXlsb2FkIjp7ImlzX2FuYWx5dGljc190cmFja2VkIjp0cnVlLCJ1dWlkIjoiNDU5YWQ3ZDEwYzllNDIzMzkxNGQxODEzMDUyMjlkYjEyMzIwMTE0OTE0NTU0MDYyMjM2In0sInNpZ25hdHVyZSI6IiJ9","We’ve been asking","False","False","4874","True","QVFEblRJLVNRbFJjX05HSTJQREpHOGo5ZV9ndEU0UDNLdjNpTE9yS1VteFNoWlZoZ19CUlN6aE5ac0l5bU5xMHBleDNjLVMxNmdEaTJJSkhxYVg1TzIybA==","18167713963067441","hellllllooo","1604830013","False","13203574821","False","https://instagram.flos2-2.fna.fbcdn.net/v/t51.2885-19/s150x150/129735549_2586881731436433_7524317011510155568_n.jpg?tp=1&_nc_ht=instagram.flos2-2.fna.fbcdn.net&_nc_ohc=1MFvOOUCAakAX-1Ep2o&oh=1e62ba6f7cd1cd9299af658a582ea010&oe=606430A9","theerealbbn_","False","1","False","0","False","null","4874","17901093868770975","2Pac","1614072331","False","45917183351","False","https://instagram.flos2-2.fna.fbcdn.net/v/t51.2885-19/s150x150/151215238_425813728639282_5477200915816326523_n.jpg?tp=1&_nc_ht=instagram.flos2-2.fna.fbcdn.net&_nc_ohc=ymrBDw2YmYEAX9hluLL&oh=181c81d64a267b677c1d6f7a352186f3&oe=60644F61","aaesthetic_vlog","False","0","False","False","False","1590799301","587616","null","False","False","False","False","True","31220599","True","https://instagram.flos2-2.fna.fbcdn.net/v/t51.2885-19/s150x150/124471459_781980929018558_5127435813945838962_n.jpg?tp=1&_nc_ht=instagram.flos2-2.fna.fbcdn.net&_nc_ohc=2abzKA1l85kAX9g-NYK&oh=835322f5c259152008747b5199aa4921&oe=6065FBA1","theestallion","False","null","False","TINA SNOW","False","False","False","False","True","436","20752952","False","null","True","feed","","57.066","https://instagram.flos2-2.fna.fbcdn.net/v/t51.2885-15/e35/100993351_548313562534002_3390897661635018739_n.jpg?tp=1&_nc_ht=instagram.flos2-2.fna.fbcdn.net&_nc_cat=106&_nc_ohc=PTfBe-5dJpAAX8t3QyJ&oh=59c7ababf68e757938a1e267fbf16a39&oe=603EBABE","null","","","","","","","","","","",""
"","","","","","","","","","","","","","","https://instagram.flos2-2.fna.fbcdn.net/v/t51.2885-15/e35/100993351_548313562534002_3390897661635018739_n.jpg?tp=1&_nc_ht=instagram.flos2-2.fna.fbcdn.net&_nc_cat=106&_nc_ohc=PTfBe-5dJpAAX8t3QyJ&oh=59c7ababf68e757938a1e267fbf16a39&oe=603EBABE","750","750","","","","","","","","","","","","","","","","","17867922062124662","@bebedoll7 🙌🏽🙌🏽🙌🏽","1606017182","False","1925849153","False","https://instagram.flos2-2.fna.fbcdn.net/v/t51.2885-19/s150x150/11313250_1597462577194445_1204582640_a.jpg?tp=1&_nc_ht=instagram.flos2-2.fna.fbcdn.net&_nc_ohc=_DM2dIrDZOoAX-8QOW6&oh=8ccd34a06ef50b83bfe6a81411fb9675&oe=6067B5FD","laydepink","False","2","False","1","False","null","","17882798882090088","😢","1614072335","False","45917183351","False","https://instagram.flos2-2.fna.fbcdn.net/v/t51.2885-19/s150x150/151215238_425813728639282_5477200915816326523_n.jpg?tp=1&_nc_ht=instagram.flos2-2.fna.fbcdn.net&_nc_ohc=ymrBDw2YmYEAX9hluLL&oh=181c81d64a267b677c1d6f7a352186f3&oe=60644F61","aaesthetic_vlog","False","0","False","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17856535562303414","@laydepink Yessss! I’ve always loved this clip! And think about how long ago he spoke on this. And here we are today... 🤔","1606139476","False","182948382","False","https://instagram.flos2-2.fna.fbcdn.net/v/t51.2885-19/s150x150/125165054_358276568599944_6207017331752622240_n.jpg?tp=1&_nc_ht=instagram.flos2-2.fna.fbcdn.net&_nc_ohc=T-GOmf995moAX83H3Sv&oh=555633bc32417d9450a4dea81cb7c9ec&oe=60644351","bebedoll7","False","1","False"
"","","","","","","","","","","","","","","https://instagram.flos2-2.fna.fbcdn.net/v/t51.2885-15/e35/100993351_548313562534002_3390897661635018739_n.jpg?tp=1&_nc_ht=instagram.flos2-2.fna.fbcdn.net&_nc_cat=106&_nc_ohc=PTfBe-5dJpAAX8t3QyJ&oh=59c7ababf68e757938a1e267fbf16a39&oe=603EBABE","1080","1080","","","","","","","","","","","","","","","","","17888076031790875","2Pac miss you brotha rest in peace forever😇❤️👑","1606083467","False","22363324549","False","https://instagram.flos2-2.fna.fbcdn.net/v/t51.2885-19/s150x150/151639704_593479738276945_6112818857574745407_n.jpg?tp=1&_nc_ht=instagram.flos2-2.fna.fbcdn.net&_nc_ohc=TSeLFn4xo64AX8eWvA-&oh=f5d4f0f3845e2d45a3ad224d783880c7&oe=6065FA9A","luca.c__makaveli","False","5","False","0","False","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17872285667076456","Wow","1606110243","False","292848711","False","https://instagram.flos2-2.fna.fbcdn.net/v/t51.2885-19/11950524_1488155234835081_253615321_a.jpg?_nc_ht=instagram.flos2-2.fna.fbcdn.net&_nc_ohc=VTSEdoc2dw4AX_lA1dl&oh=cbb60e12e7fdee30bf57bf6425b5d76f&oe=6066E706","killuminatijohnson","False","1","False","0","False","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17872869590021302","💯💯💯💯🔥","1606144648","False","897504768","False","https://instagram.flos2-2.fna.fbcdn.net/v/t51.2885-19/s150x150/150126049_113326820768441_1924411756189526853_n.jpg?tp=1&_nc_ht=instagram.flos2-2.fna.fbcdn.net&_nc_ohc=w8M_MOojiNMAX-7xgm_&oh=31652debf896094c1abaa183b00e29fa&oe=6064107F","tina_maro","False","1","False","0","False","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17894244121695791","@1realayo","1606241984","False","471494939","False","https://instagram.flos2-2.fna.fbcdn.net/v/t51.2885-19/s150x150/123380436_694849111444166_1283808088235195961_n.jpg?tp=1&_nc_ht=instagram.flos2-2.fna.fbcdn.net&_nc_ohc=wqVweqpxU5IAX8LeUXM&oh=10dd227673983ce471da4f1399f77d47&oe=6065DFA5","nicolettechi_","False","1","False","0","False","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18125156566149566","😢😢😢😢","1607209198","False","44742331521","False","https://instagram.fmct5-1.fna.fbcdn.net/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?_nc_ht=instagram.fmct5-1.fna.fbcdn.net&_nc_ohc=tLi1JZxA-MoAX_DKhH7&oh=85ae6733a7eeaa4a6654a92bc39a2fe5&oe=6067CF8F&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.2","laellemiller","False","1","False","0","False","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17885642401874183","Can you send me this? I dont have an iphone to screen record","1607262648","False","21065430516","False","https://instagram.flos2-2.fna.fbcdn.net/v/t51.2885-19/s150x150/131054835_107907871098133_8726306077345859511_n.jpg?tp=1&_nc_ht=instagram.flos2-2.fna.fbcdn.net&_nc_ohc=-NdLqTpuiGgAX-C2C76&oh=e24f2778c02c33844b13eddc61ce0624&oe=60676AAE","guuapohaulic","False","1","False","2","False","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18179248885010025","@alvo20shotz Hit the top right 3 dots on top of the recorded image get a app that will let you in bed the link and just download the recording! It's easy, your Droid is just as good as the iPhone if not better! 😎👍🏿","1607660396","False","31804884","False","https://instagram.flos2-2.fna.fbcdn.net/v/t51.2885-19/s150x150/13743104_993272454104485_338874391_a.jpg?tp=1&_nc_ht=instagram.flos2-2.fna.fbcdn.net&_nc_ohc=WjSQ5o7i3oMAX_yCWTE&oh=9d0e3178240a5407f1e4663a5e92f65e&oe=6066E9F0","kiddkreole","False","0","False"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18129840280130345","@kiddkreole thankyou bro","1607661488","False","21065430516","False","https://instagram.flos2-2.fna.fbcdn.net/v/t51.2885-19/s150x150/131054835_107907871098133_8726306077345859511_n.jpg?tp=1&_nc_ht=instagram.flos2-2.fna.fbcdn.net&_nc_ohc=-NdLqTpuiGgAX-C2C76&oh=e24f2778c02c33844b13eddc61ce0624&oe=60676AAE","guuapohaulic","False","0","False"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17858872136289618","2pac was to real for the industry the reason he died is cuz they couldn’t control him they wanted him silenced long live pac miss you my brotha fuck the Illuminati 😤‼️","1607420572","False","31391962919","False","https://instagram.flos2-2.fna.fbcdn.net/v/t51.2885-19/s150x150/82209943_222151265826211_2697657654263676928_n.jpg?tp=1&_nc_ht=instagram.flos2-2.fna.fbcdn.net&_nc_ohc=Mhn1ynd4YcAAX9CNg2V&oh=064de12bdf42d98f09577972b61dc98a&oe=6064141F","long.livethewoo","False","11","False","1","False","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18145177843127273","@long.livethewoo yesssss he was always saying the truth and stuff they can’t handle an angel like him","1610551947","False","44221107478","False","https://instagram.flos2-2.fna.fbcdn.net/v/t51.2885-19/s150x150/141990432_1456188071251651_7683868696150308959_n.jpg?tp=1&_nc_ht=instagram.flos2-2.fna.fbcdn.net&_nc_ohc=0P526BQBA20AX9n8pix&oh=10cb98ac9697e18f3afff559827f959a&oe=60659FFA","sw4gger.than.u","False","0","False"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17873321774036582","Hungry 🎚","1607423867","False","213479113","False","https://instagram.flos2-2.fna.fbcdn.net/v/t51.2885-19/s150x150/16583445_127201624464851_1436926268594454528_a.jpg?tp=1&_nc_ht=instagram.flos2-2.fna.fbcdn.net&_nc_ohc=ep0B-Z1r9WoAX-N-3A1&oh=98c93c42cc888098e52f1c02915df6b8&oe=606650D6","ghostmanpe","False","1","False","0","False","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18040929571284778","Lol that Tupac shit agn✡️","1607488269","False","16346103752","False","https://instagram.flos2-2.fna.fbcdn.net/v/t51.2885-19/s150x150/150491321_450495896147885_201975555489445423_n.jpg?tp=1&_nc_ht=instagram.flos2-2.fna.fbcdn.net&_nc_ohc=I1jDuLMBOY8AX_uMJI1&oh=53b1150df5b662acec3b2009e06aa958&oe=606531B1","tajkeng","False","2","False","0","False","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17887177486818801","😍😍","1607862329","False","28438273391","False","https://instagram.flos2-2.fna.fbcdn.net/v/t51.2885-19/s150x150/82690579_2471017623214072_2979909788126674944_n.jpg?tp=1&_nc_ht=instagram.flos2-2.fna.fbcdn.net&_nc_ohc=-u7vQaUSkZMAX__oKLB&oh=8853c5e8b4473230fba346f67af40e55&oe=6064951E","abdellahibelal","False","0","False","0","False","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17967999652355794","Stop asking, GET A JOB LIKE EVERYONE else who doesn’t have to wait at the door to get something for granted!\nCommon sense!","1608041469","False","2966728046","False","https://instagram.flos2-2.fna.fbcdn.net/v/t51.2885-19/s150x150/137260459_266906948105011_609216057196207443_n.jpg?tp=1&_nc_ht=instagram.flos2-2.fna.fbcdn.net&_nc_ohc=gfW8nUL8A5sAX9ruT9D&oh=3884e3a884fa6a869faf09bde83c8838&oe=60668952","dorinrosu","False","3","False","7","True","QVFBcWpRUkVFcF9IcmdOVVFUc0pqM3Y5N2E4b0FrbEhnRWVRcEw5Z1RGTm0zWlpUMkRTMlp3aDdNZG5QVG1NR0dfZDJLanBHS2ZFSUdqQ1pqQ1pzUEVObQ==","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17904891097639590","@_charmb I have a lot of black American friends and they’re all respectful and polite and you name it, they never encountered any bad situations where they were discriminated because of their skin color.\nA lot of people wants to do a lot of illegal/wrong  shit and they expect after they got caught, people to respect them and be nice to them ...like what?","1610129141","False","2966728046","False","https://instagram.flos2-2.fna.fbcdn.net/v/t51.2885-19/s150x150/137260459_266906948105011_609216057196207443_n.jpg?tp=1&_nc_ht=instagram.flos2-2.fna.fbcdn.net&_nc_ohc=gfW8nUL8A5sAX9ruT9D&oh=3884e3a884fa6a869faf09bde83c8838&oe=60668952","dorinrosu","False","1","False"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17936406139452058","@_charmb I have a lot of black American friends and they’re all respectful and polite and you name it, they never encountered any bad situations where they were discriminated because of their skin color.\nA lot of people wants to do a lot of illegal/wrong  shit and they expect after they got caught, people to respect them and be nice to them ...like what?","1610129143","False","2966728046","False","https://instagram.flos2-2.fna.fbcdn.net/v/t51.2885-19/s150x150/137260459_266906948105011_609216057196207443_n.jpg?tp=1&_nc_ht=instagram.flos2-2.fna.fbcdn.net&_nc_ohc=gfW8nUL8A5sAX9ruT9D&oh=3884e3a884fa6a869faf09bde83c8838&oe=60668952","dorinrosu","False","0","False"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17908681150654542","@dorinrosu my statement still stands & I guarantee you they have experienced at least ONE form of discrimination, until you have lived this life as a black individual you have no say in this at all...& that whole “but I have black friends” card does not mean anything🤷🏽‍♀️","1610130864","False","1917609041","False","https://instagram.flos2-2.fna.fbcdn.net/v/t51.2885-19/s150x150/137399170_225516389219432_1017114805266715068_n.jpg?tp=1&_nc_ht=instagram.flos2-2.fna.fbcdn.net&_nc_ohc=rDi7lLuQyusAX-nKWYe&oh=a6d51057cde8d2ab6efb948a284f1bd6&oe=6067953F","_charmb","False","7","False"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18112695232174928","Lol🤣🤣🤣🤣","1608523035","False","679494056","False","https://instagram.flos2-2.fna.fbcdn.net/v/t51.2885-19/s150x150/71294543_715898838820185_7084670501758435328_n.jpg?tp=1&_nc_ht=instagram.flos2-2.fna.fbcdn.net&_nc_ohc=FIuRdxedwkkAX80siXs&oh=602d4a0fc4c6d221e66e6acdc9c672bd&oe=6066B8DD","g.o.d_man","False","1","False","0","False","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18063041824258539","Dmmmmm","1608857934","False","3609600271","False","https://instagram.flos2-2.fna.fbcdn.net/v/t51.2885-19/s150x150/154511768_255927389401972_777622848739544862_n.jpg?tp=1&_nc_ht=instagram.flos2-2.fna.fbcdn.net&_nc_ohc=GdriixWhZfUAX9WFNdI&oh=5b265a14525e5ff4d46d391179f113f0&oe=60673FE6","kiiananiicolee","False","0","False","0","False","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17886406924945739","this is my maaaaaaaan","1610551886","False","44221107478","False","https://instagram.flos2-2.fna.fbcdn.net/v/t51.2885-19/s150x150/141990432_1456188071251651_7683868696150308959_n.jpg?tp=1&_nc_ht=instagram.flos2-2.fna.fbcdn.net&_nc_ohc=0P526BQBA20AX9n8pix&oh=10cb98ac9697e18f3afff559827f959a&oe=60659FFA","sw4gger.than.u","False","0","False","0","False","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17966986423369264","😢❤️","1610645052","False","29900851943","False","https://instagram.flos2-2.fna.fbcdn.net/v/t51.2885-19/s150x150/135723231_234797178168190_6505212365078253415_n.jpg?tp=1&_nc_ht=instagram.flos2-2.fna.fbcdn.net&_nc_ohc=O0cxO3T0WDsAX8W4zwA&oh=4a3239f9139cf3446759ffea49390824&oe=6064F3C8","pr3ttyface_brii","False","0","False","0","False","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17923922455515480","✊🏿✊🏿✊🏿✊🏿✊🏿","1611685987","False","1353100349","False","https://instagram.flos2-2.fna.fbcdn.net/v/t51.2885-19/s150x150/117759409_379098159738899_3641172625620009620_n.jpg?tp=1&_nc_ht=instagram.flos2-2.fna.fbcdn.net&_nc_ohc=uY3Es-4tBKUAX8unbPc&oh=df411bc6b4862ab5c11b9029fd72c890&oe=6065EE8D","thegracefamilia","False","2","False","0","False","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17903691694702350","👐🏾👐🏾👐🏾👐🏾👐🏾👐🏾👐🏾👐🏾👐🏾👐🏾👐🏾👐🏾👐🏾I’m 3pac pop💕👹💕","1612543861","False","5732908604","False","https://instagram.flos2-2.fna.fbcdn.net/v/t51.2885-19/s150x150/147679908_3549358901857603_3505512398587679519_n.jpg?tp=1&_nc_ht=instagram.flos2-2.fna.fbcdn.net&_nc_ohc=FkT8X90vWz4AX_nwmO_&oh=5c553fef9aaba6b8433a5a6af540d03e&oe=60640BD5","_hagie_von_king","False","0","False","0","False","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17924882692519078","The legend lives on......","1612667986","False","45642760364","False","https://instagram.flos2-2.fna.fbcdn.net/v/t51.2885-19/s150x150/139526381_2917705585177765_8374432446321635863_n.jpg?tp=1&_nc_ht=instagram.flos2-2.fna.fbcdn.net&_nc_ohc=oU1CVzASLKEAX_CQOJq&oh=c4918fd7589f53873712f0506668fa88&oe=60662BA6","michealchristina03","False","0","False","0","False","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18057001843273162","Logic","1612750398","False","42970605720","False","https://instagram.flos2-2.fna.fbcdn.net/v/t51.2885-19/s150x150/120134584_786082525294006_5106952291975206872_n.jpg?tp=1&_nc_ht=instagram.flos2-2.fna.fbcdn.net&_nc_ohc=4ryCNLlUZdIAX-1E7Pi&oh=a61de94970efc414391c4a04cfc14e72&oe=60655670","kesosmothe","False","0","False","0","False","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17901093868770975","2Pac","1614072331","False","45917183351","False","https://instagram.flos2-2.fna.fbcdn.net/v/t51.2885-19/s150x150/151215238_425813728639282_5477200915816326523_n.jpg?tp=1&_nc_ht=instagram.flos2-2.fna.fbcdn.net&_nc_ohc=ymrBDw2YmYEAX9hluLL&oh=181c81d64a267b677c1d6f7a352186f3&oe=60644F61","aaesthetic_vlog","False","0","False","0","False","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17882798882090088","😢","1614072335","False","45917183351","False","https://instagram.flos2-2.fna.fbcdn.net/v/t51.2885-19/s150x150/151215238_425813728639282_5477200915816326523_n.jpg?tp=1&_nc_ht=instagram.flos2-2.fna.fbcdn.net&_nc_ohc=ymrBDw2YmYEAX9hluLL&oh=181c81d64a267b677c1d6f7a352186f3&oe=60644F61","aaesthetic_vlog","False","0","False","0","False","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
